Tarih,Saat,GERÇEKLEŞEN ÜRETİM,PLANLANAN ÜRETİM,GERÇEKLEŞEN TÜKETİM,PLANLANAN TÜKETİM,PTF (TRY/MWh),PTF (EUR/MWh),PTF (USD/MWh)
2022-06-25,01,34328.46,31075.87,34353.68,35130,2350.0,128.8,135.47
2022-06-25,02,33274.64,29412.84,33299.78,33711,1900.01,104.14,109.53
2022-06-25,03,32414.91,28647.4,32441.04,32725,1900.0,104.14,109.53
2022-06-25,04,31702.95,28191.1,31728.35,32069,2359.98,129.35,136.05
2022-06-25,05,30449.17,27223.44,30507.31,30836,2350.0,128.8,135.47
2022-06-25,06,29992.35,27151.05,30354.35,30406,2005.0,109.89,115.58
2022-06-25,07,30558.55,27835.92,31841.29,32462,1750.01,95.91,100.88
2022-06-25,08,33692.83,31080.65,36220.93,37497,2298.99,126.0,132.53
2022-06-25,09,35649.12,33055.05,39169.54,39982,2431.72,133.28,140.18
2022-06-25,10,36578.24,33620.67,40804.48,41221,2727.09,149.47,157.21
2022-06-25,11,37241.76,33857.43,41691.91,41803,3099.98,169.9,178.7
2022-06-25,12,36353.38,33030.34,40891.65,41297,2359.97,129.35,136.04
2022-06-25,13,37031.97,33344.18,41293.73,41555,2359.98,129.35,136.05
2022-06-25,14,37437.07,33926.29,41444.89,41883,2359.97,129.35,136.04
2022-06-25,15,37286.75,33734.21,40860.28,41459,2359.98,129.35,136.05
2022-06-25,16,37244.86,33279.63,40020.7,40974,1762.0,96.57,101.57
2022-06-25,17,37505.77,33743.55,39385.46,40253,2210.0,121.13,127.4
2022-06-25,18,37844.17,34067.83,38733.25,39249,2239.8,122.76,129.12
2022-06-25,19,38248.88,34343.75,38481.19,38926,2359.97,129.35,136.04
2022-06-25,20,39233.11,35493.7,39266.15,39614,2556.54,140.12,147.38
2022-06-25,21,39479.88,35399.24,39505.6,39600,2788.65,152.84,160.76
2022-06-25,22,38069.94,34858.06,38095.17,38447,2478.23,135.83,142.86
2022-06-25,23,36560.96,33202.09,36586.57,36955,2099.99,115.1,121.06
2022-06-26,00,34387.49,30889.16,34412.65,34322,2240.0,122.57,129.12
2022-06-26,01,32760.07,29467.02,32788.37,33010,2200.01,120.38,126.82
2022-06-26,02,31405.07,28032.98,31433.29,31795,2150.0,117.65,123.94
2022-06-26,03,30500.91,27057.01,30528.75,30806,2314.99,126.67,133.45
2022-06-26,04,29687.13,26681.93,29717.36,29995,2240.0,122.57,129.12
2022-06-26,05,28241.46,25580.05,28308.67,28654,1944.88,106.42,112.11
2022-06-26,06,27758.41,24718.15,28249.24,27834,1800.01,98.49,103.76
2022-06-26,07,27261.63,24424.14,28757.85,28451,1750.0,95.76,100.88
2022-06-26,08,27718.35,25230.85,30399.03,31043,1424.86,77.97,82.13
2022-06-26,09,28790.34,25932.3,32761.07,33124,2000.0,109.44,115.29
2022-06-26,10,29775.01,26658.21,34555.47,34684,2159.99,118.19,124.51
2022-06-26,11,30048.04,27495.34,35307.92,35572,2100.0,114.91,121.05
2022-06-26,12,30339.0,27189.44,35611.22,35269,1497.69,81.95,86.33
2022-06-26,13,31000.45,27593.81,35968.29,35538,1476.44,80.79,85.11
2022-06-26,14,31232.95,27882.47,36047.76,36255,1487.84,81.41,85.77
2022-06-26,15,31314.02,28524.28,35568.86,36170,1300.01,71.13,74.94
2022-06-26,16,31654.92,29331.79,35038.47,35903,1000.01,54.72,57.64
2022-06-26,17,32591.14,30515.47,34809.96,35593,1080.0,59.1,62.26
2022-06-26,18,33866.26,30884.95,34865.34,35369,1300.01,71.13,74.94
2022-06-26,19,34872.31,31303.1,35121.31,35478,2096.01,114.69,120.82
2022-06-26,20,36342.94,32716.79,36383.08,36552,2737.84,149.81,157.82
2022-06-26,21,36890.93,33339.54,36924.55,36854,2746.9,150.31,158.34
2022-06-26,22,36063.26,32599.22,36094.64,35850,2314.98,126.67,133.45
2022-06-26,23,34809.65,31799.57,34840.2,34598,1500.0,82.08,86.47
2022-06-27,00,33253.06,30377.7,33283.01,32906,2104.33,115.15,121.3
2022-06-27,01,31822.41,29049.55,31852.05,31319,2134.64,116.8,123.05
2022-06-27,02,30597.51,28170.76,30627.74,30017,1815.0,99.31,104.62
2022-06-27,03,29968.83,27188.99,29998.61,29299,2208.99,120.87,127.34
2022-06-27,04,29480.22,26718.28,29512.76,28906,2100.0,114.91,121.05
2022-06-27,05,28554.48,26019.16,28624.98,27876,1815.0,99.31,104.62
2022-06-27,06,28564.72,26015.16,28974.08,27800,1280.01,70.04,73.79
2022-06-27,07,30444.4,27377.77,31924.62,30039,1814.99,99.31,104.62
2022-06-27,08,35435.45,31685.16,38250.14,36915,2209.0,120.87,127.34
2022-06-27,09,37840.11,33878.37,41752.13,41193,2350.0,128.59,135.46
2022-06-27,10,38724.03,34434.38,43237.11,42838,2359.98,129.13,136.04
2022-06-27,11,39515.69,34838.66,44318.69,44237,2359.98,129.13,136.04
2022-06-27,12,38134.05,34213.55,42951.68,43533,1850.0,101.23,106.64
2022-06-27,13,39247.89,35161.44,43871.85,43993,2208.99,120.87,127.34
2022-06-27,14,39893.22,36168.61,44163.43,44806,2750.0,150.48,158.52
2022-06-27,15,40706.38,36545.38,44334.02,44104,2359.98,129.13,136.04
2022-06-27,16,41331.4,37032.39,44019.61,43098,2359.97,129.13,136.04
2022-06-27,17,41218.07,37064.58,42905.47,41847,2493.05,136.42,143.71
2022-06-27,18,40229.9,36591.95,40932.17,40307,2359.97,129.13,136.04
2022-06-27,19,40245.46,36464.98,40440.68,39749,2000.01,109.44,115.29
2022-06-27,20,41191.81,37584.05,41230.17,40890,2493.05,136.42,143.71
2022-06-27,21,40968.48,37648.48,41000.6,40968,2493.05,136.42,143.71
2022-06-27,22,40170.93,36816.11,40200.09,39313,2304.24,126.08,132.83
2022-06-27,23,38688.51,35194.28,38717.46,37192,2232.99,122.19,128.72
2022-06-28,00,36407.97,32747.47,36435.63,35327,2350.01,128.59,135.46
2022-06-28,01,34733.23,30996.93,34761.09,33677,2349.0,128.53,135.41
2022-06-28,02,33569.89,29213.02,33598.92,32672,1850.01,101.23,106.64
2022-06-28,03,32700.89,29179.84,32731.17,32099,2348.99,128.53,135.41
2022-06-28,04,32271.92,28811.0,32304.13,31762,2348.99,128.53,135.41
2022-06-28,05,31128.11,27894.84,31188.58,30910,2209.05,120.88,127.34
2022-06-28,06,30947.75,27774.78,31287.17,30815,1750.01,95.76,100.88
2022-06-28,07,32429.35,29211.08,33694.55,32502,1815.0,99.31,104.62
2022-06-28,08,36920.69,33308.3,39193.8,38074,1857.99,101.67,107.1
2022-06-28,09,39088.64,35348.98,42280.08,42091,2349.0,128.53,135.41
2022-06-28,10,39592.75,36053.17,43276.0,43727,2350.0,128.59,135.46
2022-06-28,11,39605.31,36141.45,43813.13,44837,2350.01,128.59,135.46
2022-06-28,12,38817.78,34810.13,43300.28,44332,1850.01,101.23,106.64
2022-06-28,13,39992.94,35647.12,44199.28,44951,2349.0,128.53,135.41
2022-06-28,14,41002.79,36649.04,44986.54,45258,2493.06,136.42,143.71
2022-06-28,15,41192.24,36937.99,44783.78,44451,2493.05,136.42,143.71
2022-06-28,16,41637.14,37049.45,44378.47,43593,2348.99,128.53,135.41
2022-06-28,17,41202.01,36971.09,42977.59,42454,2160.0,118.19,124.51
2022-06-28,18,40133.07,36460.52,40952.4,40909,2127.99,116.44,122.67
2022-06-28,19,40700.77,36446.2,40908.84,40229,1858.0,101.67,107.1
2022-06-28,20,41155.0,37125.54,41192.18,41172,2493.05,136.42,143.71
2022-06-28,21,41147.5,37231.89,41179.56,41152,2493.06,136.42,143.71
2022-06-28,22,40633.11,36122.03,40662.96,39721,2478.09,135.6,142.85
2022-06-28,23,38992.94,34696.77,39022.8,37966,2134.63,116.8,123.05
2022-06-29,00,36781.64,32549.45,36812.81,35574,2348.99,133.42,141.11
2022-06-29,01,35193.1,31140.43,35223.78,33873,2187.01,124.22,131.38
2022-06-29,02,33850.64,30012.45,33882.23,32695,2348.99,133.42,141.11
2022-06-29,03,33004.98,29259.98,33040.2,31935,2348.99,133.42,141.11
2022-06-29,04,32524.81,28720.68,32558.77,31528,2348.99,133.42,141.11
2022-06-29,05,31255.7,27387.68,31330.01,30660,2251.25,127.87,135.24
2022-06-29,06,31006.78,27453.68,31407.73,30651,1749.99,99.4,105.13
2022-06-29,07,32286.66,28661.9,33531.17,33132,2249.99,127.8,135.17
2022-06-29,08,37130.0,32819.56,39691.51,39477,2349.0,133.42,141.11
2022-06-29,09,39397.97,34675.76,43164.92,42737,2100.01,119.28,126.16
2022-06-29,10,40070.6,35609.27,44635.22,44213,2250.0,127.8,135.17
2022-06-29,11,40546.54,35835.5,45473.21,44999,2493.05,141.6,149.77
2022-06-29,12,39260.44,34668.3,44297.87,44196,1875.01,106.5,112.64
2022-06-29,13,39617.22,35756.38,44454.51,44721,2334.8,132.62,140.26
2022-06-29,14,41034.53,36491.37,45574.41,44847,2742.79,155.79,164.77
2022-06-29,15,40930.81,36345.16,44955.22,44180,2704.34,153.61,162.46
2022-06-29,16,41548.09,36779.55,44688.69,43662,2678.79,152.15,160.93
2022-06-29,17,41423.31,36752.51,43402.97,42699,2493.05,141.6,149.77
2022-06-29,18,41395.77,36263.79,42284.93,41175,2100.01,119.28,126.16
2022-06-29,19,41182.2,36291.21,41416.86,40523,2099.99,119.28,126.16
2022-06-29,20,42087.02,37154.79,42128.29,41234,2499.99,142.0,150.19
2022-06-29,21,42128.98,37017.41,42165.38,41147,2493.06,141.61,149.77
2022-06-29,22,41028.68,36205.0,41064.3,39983,2493.05,141.6,149.77
2022-06-29,23,39460.11,34397.26,39492.87,38422,1880.0,106.78,112.94
2022-06-30,00,37243.89,32382.25,37274.57,35701,2699.99,153.53,162.47
2022-06-30,01,35468.08,31121.12,35498.59,34273,2349.0,133.57,141.35
2022-06-30,02,34166.66,30189.32,34197.69,33115,2334.7,132.76,140.48
2022-06-30,03,33028.69,28913.8,33061.74,32295,2348.99,133.57,141.34
2022-06-30,04,32563.71,28366.38,32601.05,31823,2348.99,133.57,141.34
2022-06-30,05,31485.72,27465.99,31575.48,30976,2300.0,130.79,138.4
2022-06-30,06,31396.43,27126.08,31883.68,30919,1750.0,99.51,105.3
2022-06-30,07,32677.64,28641.49,34266.73,32877,2100.0,119.41,126.36
2022-06-30,08,37258.6,32834.89,40208.46,38755,2249.99,127.94,135.39
2022-06-30,09,38925.2,34553.59,43143.04,42312,2348.99,133.57,141.34
2022-06-30,10,39698.63,35232.65,44900.09,43970,2349.0,133.57,141.35
2022-06-30,11,40095.37,35105.83,45707.52,44958,2585.82,147.04,155.6
2022-06-30,12,38722.82,34484.17,44425.59,44199,2098.8,119.35,126.29
2022-06-30,13,39903.89,35286.46,45431.76,45081,2348.99,133.57,141.34
2022-06-30,14,41496.5,36212.06,46557.14,45574,2493.05,141.76,150.01
2022-06-30,15,41811.41,36756.04,46129.13,45025,2378.28,135.24,143.11
2022-06-30,16,42526.43,37072.71,45744.9,44515,2493.06,141.77,150.01
2022-06-30,17,42234.36,37246.89,44219.15,43200,2386.15,135.69,143.58
2022-06-30,18,41588.32,36665.68,42462.41,41174,2334.7,132.76,140.48
2022-06-30,19,41657.26,36664.83,41900.57,40539,2098.81,119.35,126.29
2022-06-30,20,42432.67,37342.1,42480.79,40969,2493.05,141.76,150.01
2022-06-30,21,42570.02,37176.5,42612.18,40740,2493.05,141.76,150.01
2022-06-30,22,40747.38,36219.97,40787.79,39700,2349.0,133.57,141.35
2022-06-30,23,39414.06,35283.92,39452.52,38086,2300.01,130.79,138.4
2022-07-01,00,37789.98,32987.36,37789.98,36011,2735.02,156.09,164.08
2022-07-01,01,36102.71,31219.75,36102.71,34641,2493.05,142.28,149.56
2022-07-01,02,34668.33,29361.02,34668.33,33431,1880.0,107.29,112.78
2022-07-01,03,33561.59,28617.75,33561.59,32588,2000.0,114.14,119.98
2022-07-01,04,33257.62,28375.36,33257.62,32040,2493.05,142.28,149.56
2022-07-01,05,31743.24,27697.18,31743.25,31159,2364.47,134.94,141.85
2022-07-01,06,31443.07,27509.47,31549.54,31047,2000.0,114.14,119.98
2022-07-01,07,33020.31,28838.02,34154.16,33070,1999.99,114.14,119.98
2022-07-01,08,37370.36,32677.33,39920.31,39205,2597.98,148.27,155.86
2022-07-01,09,39003.16,34570.86,42785.61,42442,2743.02,156.55,164.56
2022-07-01,10,39839.51,35059.76,44488.27,43649,2890.19,164.95,173.39
2022-07-01,11,40962.25,35989.12,46096.46,44395,2949.31,168.32,176.93
2022-07-01,12,39335.12,34380.58,44588.67,43095,2000.0,114.14,119.98
2022-07-01,13,38934.99,34361.58,44063.95,42922,1898.0,108.32,113.86
2022-07-01,14,41502.82,35842.12,46215.47,44522,2597.99,148.27,155.86
2022-07-01,15,42127.85,36910.95,46149.29,44061,2493.06,142.28,149.56
2022-07-01,16,42567.94,37092.55,45557.36,43569,2735.03,156.09,164.08
2022-07-01,17,42109.69,37561.28,43879.53,42450,2597.98,148.27,155.86
2022-07-01,18,41429.14,37175.67,42009.57,40986,2580.01,147.24,154.78
2022-07-01,19,41498.78,36987.23,41507.92,40358,2493.06,142.28,149.56
2022-07-01,20,42298.24,36764.12,42298.3,40868,2849.77,162.64,170.96
2022-07-01,21,42631.64,36912.42,42631.64,40760,2929.7,167.2,175.76
2022-07-01,22,41486.2,36102.57,41486.2,39808,2597.98,148.27,155.86
2022-07-01,23,40042.32,35425.92,40042.32,38305,2493.05,142.28,149.56
2022-07-02,00,37507.24,34374.65,37507.24,36622,2580.0,148.53,154.85
2022-07-02,01,36193.79,32908.83,36193.79,34945,2000.01,115.14,120.04
2022-07-02,02,34781.42,31714.41,34781.42,33642,2150.01,123.78,129.04
2022-07-02,03,33502.63,30460.43,33502.63,32608,2210.0,127.23,132.64
2022-07-02,04,33013.28,29714.73,33013.28,31974,2210.0,127.23,132.64
2022-07-02,05,31540.87,28449.66,31540.89,30711,2000.01,115.14,120.04
2022-07-02,06,31188.64,27885.39,31290.57,30515,2000.0,115.14,120.04
2022-07-02,07,31952.48,28935.25,33148.02,32299,2000.0,115.14,120.04
2022-07-02,08,34914.98,31731.97,37662.8,36947,2700.0,155.44,162.05
2022-07-02,09,36863.23,33224.84,40963.03,39758,2740.0,157.74,164.45
2022-07-02,10,37701.15,33917.36,42782.87,41309,2739.99,157.74,164.45
2022-07-02,11,37808.88,34509.77,43462.89,42162,2580.0,148.53,154.85
2022-07-02,12,36815.65,34104.58,42649.93,41408,2000.0,115.14,120.04
2022-07-02,13,37525.47,34566.92,43223.01,41897,2480.01,142.77,148.85
2022-07-02,14,38101.83,35171.55,43394.58,42365,2100.01,120.9,126.04
2022-07-02,15,38337.6,34702.3,42794.27,41838,2150.01,123.78,129.04
2022-07-02,16,38602.65,35204.36,42007.14,41240,2000.0,115.14,120.04
2022-07-02,17,38807.2,35619.68,40867.4,40192,2000.01,115.14,120.04
2022-07-02,18,39495.54,36443.48,40132.95,38951,1999.99,115.14,120.04
2022-07-02,19,40448.58,36361.8,40457.92,38596,2580.0,148.53,154.85
2022-07-02,20,41215.22,37545.63,41215.28,39431,2580.0,148.53,154.85
2022-07-02,21,41516.86,37207.83,41516.86,39589,3250.0,187.1,195.06
2022-07-02,22,40298.38,36614.8,40298.38,38116,1849.95,106.5,111.03
2022-07-02,23,38649.39,35111.4,38649.39,36669,1750.01,100.75,105.03
2022-07-03,00,36374.19,33735.55,36374.19,35403,2580.0,147.68,154.35
2022-07-03,01,34237.5,31964.99,34237.5,33962,2500.01,143.1,149.56
2022-07-03,02,32962.22,30500.33,32962.22,32578,1522.0,87.12,91.05
2022-07-03,03,31800.81,29693.24,31800.81,31371,1445.71,82.75,86.49
2022-07-03,04,30997.33,28970.76,30997.33,30456,1445.71,82.75,86.49
2022-07-03,05,29562.45,27706.36,29562.47,29153,1280.01,73.27,76.58
2022-07-03,06,28502.46,26791.85,28608.37,28604,598.0,34.23,35.78
2022-07-03,07,28035.99,26620.12,29289.4,29102,549.99,31.48,32.9
2022-07-03,08,28154.03,27255.32,31031.83,31457,551.99,31.6,33.02
2022-07-03,09,28825.97,27335.02,33116.63,33477,914.99,52.37,54.74
2022-07-03,10,29541.66,27994.78,34880.03,34910,1180.0,67.54,70.59
2022-07-03,11,30203.88,29278.41,36202.01,35805,500.0,28.62,29.91
2022-07-03,12,30213.23,29529.3,36483.88,35979,250.0,14.31,14.96
2022-07-03,13,30855.85,29928.7,37050.15,36552,500.0,28.62,29.91
2022-07-03,14,31551.01,30674.05,37304.93,36885,499.99,28.62,29.91
2022-07-03,15,32137.5,31257.2,37059.95,36740,250.0,14.31,14.96
2022-07-03,16,32815.42,32018.72,36540.14,36470,249.99,14.31,14.96
2022-07-03,17,34112.84,32087.46,36326.43,36182,499.99,28.62,29.91
2022-07-03,18,35594.72,33796.37,36266.87,35885,750.0,42.93,44.87
2022-07-03,19,36584.95,34731.03,36594.73,36111,1700.0,97.31,101.7
2022-07-03,20,37914.73,35029.58,37914.79,37235,3000.02,171.72,179.48
2022-07-03,21,38461.58,35361.39,38461.58,37668,2988.99,171.09,178.82
2022-07-03,22,37695.87,35026.31,37695.87,36939,2480.0,141.96,148.37
2022-07-03,23,36477.75,34141.16,36477.75,35800,1610.99,92.21,96.38
2022-07-04,00,34944.51,32345.75,34944.51,34573,2700.0,154.55,161.53
2022-07-04,01,33439.32,30653.57,33439.32,33089,2379.99,136.23,142.38
2022-07-04,02,32160.14,29446.94,32160.14,31701,1750.01,100.17,104.69
2022-07-04,03,31392.56,28583.97,31392.56,30827,1750.01,100.17,104.69
2022-07-04,04,30929.93,28075.82,30929.93,30474,1475.66,84.47,88.28
2022-07-04,05,29732.09,27056.74,29732.12,29421,1475.66,84.47,88.28
2022-07-04,06,29704.17,26974.78,29809.25,29580,1463.12,83.75,87.53
2022-07-04,07,31364.54,29057.34,32623.64,32286,2000.01,114.48,119.65
2022-07-04,08,36123.42,33309.47,39007.7,38969,3649.99,208.93,218.36
2022-07-04,09,38025.11,35522.45,42310.15,43172,2075.01,118.77,124.14
2022-07-04,10,38556.6,36361.87,43900.84,45203,2250.01,128.79,134.61
2022-07-04,11,39202.6,36907.3,45189.96,46258,2740.0,156.84,163.92
2022-07-04,12,38016.04,35935.88,44270.73,45347,1999.01,114.42,119.59
2022-07-04,13,39154.37,36670.77,45323.43,45774,2247.01,128.62,134.43
2022-07-04,14,40504.89,38022.21,46228.01,46255,2739.99,156.84,163.92
2022-07-04,15,41102.69,38363.99,46003.13,45919,2699.99,154.55,161.53
2022-07-04,16,41952.15,38780.21,45661.0,45230,2699.99,154.55,161.53
2022-07-04,17,41817.83,39120.94,44028.42,43873,2580.0,147.68,154.35
2022-07-04,18,41942.22,38420.32,42615.66,42462,2250.0,128.79,134.61
2022-07-04,19,42029.3,38403.6,42039.17,42297,2481.11,142.02,148.43
2022-07-04,20,42944.49,39322.96,42944.55,42970,2699.99,154.55,161.53
2022-07-04,21,43154.0,39498.77,43154.0,43004,2750.01,157.41,164.52
2022-07-04,22,41783.42,38772.18,41783.42,41723,2247.01,128.62,134.43
2022-07-04,23,40343.95,36672.05,40343.95,39728,1750.01,100.17,104.69
2022-07-05,00,37952.74,33927.59,37952.74,37398,2400.0,137.38,143.58
2022-07-05,01,36344.17,32517.0,36344.17,35588,1894.9,108.46,113.36
2022-07-05,02,35114.22,31328.29,35114.22,34285,2550.0,145.96,152.55
2022-07-05,03,34043.56,30428.96,34043.56,33343,2359.75,135.07,141.17
2022-07-05,04,33301.35,29696.83,33301.35,33003,1999.99,114.48,119.65
2022-07-05,05,32097.7,28678.15,32097.72,31864,1800.01,103.03,107.69
2022-07-05,06,31850.25,28477.71,31951.16,31888,1475.58,84.46,88.28
2022-07-05,07,33428.83,29786.6,34657.41,34590,1949.99,111.62,116.66
2022-07-05,08,37701.03,33950.33,40524.66,40695,2301.1,131.71,137.66
2022-07-05,09,39432.12,35584.86,43632.94,44095,2209.04,126.45,132.16
2022-07-05,10,39741.58,36380.52,44980.41,45571,2468.44,141.29,147.67
2022-07-05,11,40176.65,37107.76,46057.95,46309,2580.0,147.68,154.35
2022-07-05,12,38877.6,36023.51,45030.33,45869,2162.9,123.8,129.39
2022-07-05,13,39887.18,36989.77,45962.35,46384,2314.64,132.49,138.47
2022-07-05,14,41502.23,38177.76,47145.89,46612,2499.63,143.08,149.54
2022-07-05,15,41337.43,38453.33,46170.76,46195,2100.0,120.2,125.63
2022-07-05,16,42234.37,38968.52,45895.87,45586,2250.01,128.79,134.61
2022-07-05,17,42400.85,38970.35,44583.64,44522,2356.6,134.89,140.98
2022-07-05,18,42023.73,38821.82,42690.39,43229,2100.0,120.2,125.63
2022-07-05,19,42136.45,38713.08,42146.28,43093,2579.99,147.68,154.35
2022-07-05,20,43328.64,39344.6,43328.69,43643,2740.0,156.84,163.92
2022-07-05,21,43543.92,39346.82,43543.92,43693,2798.0,160.16,167.39
2022-07-05,22,42506.27,38691.07,42506.27,42574,2579.99,147.68,154.35
2022-07-05,23,40710.24,36950.84,40710.24,40698,2289.9,131.07,136.99
2022-07-06,00,38613.09,34709.47,38613.09,37713,2499.98,142.59,148.87
2022-07-06,01,36878.22,33200.25,36878.22,35792,2397.0,136.72,142.73
2022-07-06,02,35365.59,31766.89,35365.59,34374,2050.01,116.93,122.07
2022-07-06,03,34411.48,30325.03,34411.48,33574,2270.88,129.53,135.22
2022-07-06,04,33715.2,29988.66,33715.2,33164,2300.05,131.19,136.96
2022-07-06,05,32415.99,29141.66,32416.0,32030,2150.01,122.63,128.03
2022-07-06,06,32211.31,29024.82,32308.28,32007,2273.02,129.65,135.35
2022-07-06,07,33697.31,30619.03,34900.37,34260,2254.99,128.62,134.28
2022-07-06,08,38020.59,34598.49,40795.68,39968,2740.0,156.28,163.16
2022-07-06,09,39803.35,36577.7,43939.59,43410,2499.97,142.59,148.87
2022-07-06,10,40034.1,37094.62,45180.21,45080,2481.44,141.54,147.76
2022-07-06,11,40586.34,37140.39,46362.25,46148,2699.99,154.0,160.78
2022-07-06,12,39141.06,36001.77,45178.42,45903,2004.99,114.36,119.39
2022-07-06,13,39948.5,37008.95,45893.96,46600,2499.97,142.59,148.87
2022-07-06,14,41566.84,38487.91,47040.76,46965,2546.0,145.22,151.61
2022-07-06,15,41968.63,38709.65,46661.94,46668,2739.99,156.28,163.16
2022-07-06,16,42485.33,39108.39,46032.69,46110,2739.99,156.28,163.16
2022-07-06,17,42686.73,39221.26,44799.74,44745,2740.0,156.28,163.16
2022-07-06,18,42286.08,38845.1,42937.67,43485,2740.0,156.28,163.16
2022-07-06,19,42381.93,38767.13,42391.63,42695,2999.42,171.08,178.61
2022-07-06,20,43654.17,39321.51,43654.22,42949,3350.0,191.08,199.48
2022-07-06,21,43850.96,39572.2,43850.96,42843,3649.98,208.19,217.34
2022-07-06,22,42661.99,38883.73,42661.99,41425,2750.01,156.85,163.75
2022-07-06,23,41100.07,37973.98,41100.07,39755,2499.98,142.59,148.87
2022-07-07,00,38787.04,34789.83,38787.04,38252,2580.0,147.4,152.33
2022-07-07,01,36836.9,32767.06,36836.9,36285,2427.0,138.66,143.3
2022-07-07,02,35317.81,31711.07,35317.81,34838,2193.0,125.29,129.48
2022-07-07,03,34355.8,30583.46,34355.8,33759,2579.99,147.4,152.33
2022-07-07,04,33648.51,30064.44,33648.51,33152,2500.0,142.83,147.61
2022-07-07,05,32321.32,29082.01,32321.33,31968,2004.99,114.55,118.38
2022-07-07,06,32039.32,28919.34,32128.99,31857,2000.01,114.26,118.09
2022-07-07,07,33537.78,30470.58,34669.65,34234,2000.0,114.26,118.09
2022-07-07,08,37722.87,34074.8,40371.87,40615,2579.99,147.4,152.33
2022-07-07,09,39706.98,35793.01,43693.92,43976,2579.99,147.4,152.33
2022-07-07,10,40129.91,36072.31,45172.58,45678,2579.99,147.4,152.33
2022-07-07,11,40516.88,36813.52,46161.89,46874,2579.99,147.4,152.33
2022-07-07,12,39203.89,35954.53,45042.85,46462,2354.0,134.49,138.99
2022-07-07,13,40392.73,36481.52,46060.96,47153,2550.01,145.68,150.56
2022-07-07,14,41473.04,37701.83,46637.41,47736,2923.23,167.01,172.6
2022-07-07,15,41513.49,37922.04,45893.78,47177,3059.51,174.79,180.64
2022-07-07,16,41829.08,38476.52,45130.2,46709,3000.0,171.39,177.13
2022-07-07,17,41445.13,38538.38,43429.58,45384,2999.99,171.39,177.13
2022-07-07,18,41049.13,38216.82,41671.74,43689,2740.0,156.54,161.78
2022-07-07,19,41402.09,38447.88,41411.62,42739,2580.0,147.4,152.33
2022-07-07,20,42334.7,39271.06,42334.75,43216,2740.0,156.54,161.78
2022-07-07,21,42483.89,39306.89,42483.89,43125,2740.0,156.54,161.78
2022-07-07,22,41425.86,38539.1,41425.86,41703,2579.99,147.4,152.33
2022-07-07,23,39419.07,36838.65,39419.07,39957,2447.0,139.8,144.48
2022-07-08,00,36859.99,33077.28,36859.99,38111,2743.02,156.05,159.65
2022-07-08,01,34770.09,31153.47,34770.09,36236,2449.01,139.32,142.54
2022-07-08,02,32844.54,29505.69,32844.54,34705,2000.76,113.82,116.45
2022-07-08,03,31808.41,28421.45,31808.41,33630,2000.0,113.78,116.4
2022-07-08,04,30900.61,27788.49,30900.61,33130,2245.0,127.71,130.66
2022-07-08,05,29353.87,26427.32,29353.88,31984,2749.99,156.44,160.05
2022-07-08,06,28121.83,25641.05,28206.82,31883,2200.0,125.15,128.04
2022-07-08,07,28159.75,25968.41,29266.16,34104,1499.99,85.33,87.3
2022-07-08,08,29613.95,27163.2,32234.79,40303,1850.01,105.24,107.67
2022-07-08,09,30659.08,28301.18,34618.39,43511,1750.0,99.55,101.85
2022-07-08,10,31020.83,28594.38,35962.12,44902,2749.98,156.44,160.05
2022-07-08,11,31019.33,29312.26,36518.34,46023,2450.0,139.38,142.59
2022-07-08,12,30376.93,28499.86,35977.62,44828,1487.4,84.62,86.57
2022-07-08,13,29983.18,28415.96,35396.4,44820,1000.01,56.89,58.2
2022-07-08,14,30355.11,29148.43,35332.52,46330,1848.89,105.18,107.61
2022-07-08,15,30605.27,29357.45,34864.27,45858,2000.0,113.78,116.4
2022-07-08,16,31086.25,29821.79,34332.3,45304,1850.01,105.24,107.67
2022-07-08,17,31834.13,30378.7,33785.97,43700,2545.0,144.78,148.12
2022-07-08,18,32802.74,30950.77,33414.54,42073,2450.01,139.38,142.59
2022-07-08,19,33748.81,31133.84,33758.09,41518,1548.9,88.11,90.15
2022-07-08,20,34973.14,32468.67,34973.18,42323,2999.4,170.63,174.57
2022-07-08,21,35409.26,32009.51,35409.26,42421,2999.99,170.66,174.6
2022-07-08,22,34612.73,31437.58,34612.73,41190,2405.66,136.85,140.01
2022-07-08,23,32985.99,29791.96,32985.99,39647,1749.99,99.55,101.85
2022-07-09,00,30652.22,27687.82,30652.22,28200,1300.0,73.87,75.32
2022-07-09,01,28461.83,25198.83,28461.83,25998,1600.0,90.92,92.7
2022-07-09,02,26902.51,23190.05,26902.51,24416,2899.99,164.78,168.02
2022-07-09,03,25912.61,22672.49,25912.61,23509,2500.0,142.06,144.84
2022-07-09,04,25449.3,22281.3,25449.3,23159,2500.0,142.06,144.84
2022-07-09,05,24444.18,21649.96,24444.19,23164,2799.99,159.1,162.22
2022-07-09,06,23947.02,21427.3,24034.55,22986,3004.41,170.72,174.07
2022-07-09,07,23563.93,21090.6,24671.57,23322,750.0,42.62,43.45
2022-07-09,08,22943.36,20937.68,25526.21,24005,300.0,17.05,17.38
2022-07-09,09,22602.76,20990.99,26474.85,24775,124.99,7.1,7.24
2022-07-09,10,22463.53,21087.74,27348.56,25397,100.01,5.68,5.79
2022-07-09,11,22596.53,21315.51,28028.28,25842,100.0,5.68,5.79
